1418772056,0,-4370,240000,200,6000,,55.00,64.00,59.89
1418772086,0,-4370,246000,200,6000,,56.00,61.00,58.63
1418772116,0,-4370,252000,200,6000,,57.00,61.00,59.70
1418772146,0,-4370,258000,200,6000,,58.00,62.00,60.19
1418772176,0,-4370,264000,200,6000,,57.00,61.00,58.83
1418772206,0,-4370,270000,200,6000,,57.00,63.00,59.97
1418772236,0,-4370,276000,200,6000,,58.00,62.00,59.80
1418772266,0,-4370,282000,200,6000,,58.00,62.00,59.77
1418772296,0,-4370,288000,200,6000,,58.00,62.00,60.54
1418772326,0,-4370,294000,200,6000,,58.00,62.00,59.81
1418772356,0,-4370,300000,200,6000,,59.00,62.00,60.76
1418772386,0,-4370,306000,200,6000,,57.00,63.00,59.64
1418772416,0,-4370,312000,200,6000,,58.00,62.00,59.61
1418772446,0,-4370,318000,200,6000,,53.00,59.00,55.63
1418772476,0,-4370,324000,200,6000,,57.00,61.00,58.64
1418772506,0,-4370,330000,200,6000,,52.00,61.00,56.67
1418772536,0,-4370,336000,200,6000,,50.00,60.00,56.80
1418772566,0,-4370,342000,200,6000,,57.00,62.00,60.08
1418772596,0,-4370,348000,200,6000,,57.00,61.00,59.22
1418772626,0,-4370,354000,200,6000,,53.00,61.00,58.21
1418772656,0,-4370,360000,200,6000,,54.00,60.00,57.75
1418772686,0,-4370,366000,200,6000,,57.00,62.00,59.47
1418772716,0,-4370,372000,200,6000,,57.00,61.00,59.16
1418772746,0,-4370,378000,200,6000,,54.00,62.00,58.77
1418772776,0,-4370,384000,200,6000,,59.00,62.00,60.50
1418772806,0,-4370,390000,200,6000,,59.00,71.00,63.46
1418772836,0,-4370,396000,200,6000,,60.00,64.00,61.76
1418772866,0,-4370,402000,200,6000,,57.00,61.00,59.66
1418772896,0,-4370,408000,200,6000,,59.00,63.00,61.25
1418772926,0,-4370,414000,200,6000,,57.00,63.00,60.01
1418772956,0,-4370,420000,200,6000,,53.00,61.00,57.47
1418772986,0,-4370,426000,200,6000,,57.00,61.00,59.41
1418773016,0,-4370,432000,200,6000,,59.00,65.00,61.18
1418773046,0,-4370,438000,200,6000,,57.00,62.00,60.22
1418773076,0,-4370,444000,200,6000,,58.00,61.00,59.62
1418773106,0,-4370,450000,200,6000,,58.00,62.00,60.34
1418773136,0,-4370,456000,200,6000,,58.00,63.00,60.68
1418773166,0,-4370,462000,200,6000,,54.00,60.00,57.09
1418773196,0,-4370,468000,200,6000,,58.00,62.00,59.83
1418773226,0,-4370,474000,200,6000,,58.00,60.00,59.26
1418773256,0,-4370,480000,200,6000,,61.00,66.00,62.06
1418773286,0,-4370,486000,200,6000,,58.00,68.00,60.69
1418773316,0,-4370,492000,200,6000,,54.00,76.00,63.77
1418773346,0,-4370,498000,200,6000,,56.00,64.00,61.34
1418773376,0,-4370,504000,200,6000,,61.00,66.00,63.52
1418773406,0,-4370,510000,200,6000,,60.00,64.00,62.01
1418773436,0,-4370,516000,200,6000,,55.00,62.00,59.78
1418773466,0,-4370,522000,200,6000,,57.00,63.00,59.92
1418773496,0,-4370,528000,200,6000,,57.00,62.00,59.18
1418773526,0,-4370,534000,200,6000,,53.00,68.00,61.22
1418773556,0,-4370,540000,200,6000,,60.00,66.00,62.39
1418773586,0,-4370,546000,200,6000,,60.00,64.00,61.62
1418773616,0,-4370,552000,200,6000,,60.00,64.00,61.65
1418773646,0,-4370,558000,200,6000,,58.00,63.00,60.23
1418773676,0,-4370,564000,200,6000,,58.00,62.00,60.04
1418773706,0,-4370,570000,200,6000,,52.00,61.00,57.47
1418773736,0,-4370,576000,200,6000,,59.00,63.00,60.44
1418773766,0,-4370,582000,200,6000,,56.00,62.00,59.11
1418773796,0,-4370,588000,200,6000,,58.00,64.00,60.56
1418773826,0,-4370,594000,200,6000,,58.00,63.00,60.32
1418773856,0,-4370,600000,200,6000,,59.00,64.00,61.39
1418773886,0,-4370,606000,200,6000,,51.00,61.00,57.39
1418773916,0,-4370,612000,200,6000,,58.00,63.00,60.41
1418773946,0,-4370,618000,200,6000,,57.00,62.00,59.72
1418773976,0,-4370,624000,200,6000,,52.00,62.00,56.61
1418774006,0,-4370,630000,200,6000,,55.00,62.00,57.92
1418774036,0,-4370,636000,200,6000,,55.00,61.00,59.88
1418774066,0,-4370,642000,200,6000,,58.00,63.00,60.37
1418774096,0,-4370,648000,200,6000,,58.00,62.00,59.52
1418774126,0,-4370,654000,200,6000,,59.00,62.00,60.21
1418774156,0,-4370,660000,200,6000,,59.00,63.00,61.22
1418774186,0,-4370,666000,200,6000,,54.00,61.00,58.45
1418774216,0,-4370,672000,200,6000,,55.00,60.00,58.65
1418774246,0,-4370,678000,200,6000,,60.00,62.00,60.55
1418774276,0,-4370,684000,200,6000,,60.00,62.00,61.09
1418774306,0,-4370,690000,200,6000,,55.00,61.00,58.70
1418774336,0,-4370,696000,200,6000,,60.00,63.00,60.91
1418774366,0,-4370,702000,200,6000,,60.00,63.00,60.92
1418774396,0,-4370,708000,200,6000,,56.00,61.00,58.90
1418774426,0,-4370,714000,200,6000,,59.00,63.00,61.13
1418774456,0,-4370,720000,200,6000,,60.00,62.00,61.10
1418774486,0,-4370,726000,200,6000,,59.00,63.00,61.56
1418774516,0,-4370,732000,200,6000,,55.00,62.00,59.76
1418774546,0,-4370,738000,200,6000,,56.00,62.00,60.26
1418774576,0,-4370,744000,200,6000,,60.00,63.00,61.29
1418774606,0,-4370,750000,200,6000,,60.00,63.00,61.29
1418774636,0,-4370,756000,200,6000,,55.00,62.00,59.53
1418774666,0,-4370,762000,200,6000,,60.00,63.00,61.88
1418774696,0,-4370,768000,200,6000,,61.00,64.00,61.72
1418774726,0,-4370,774000,200,6000,,61.00,64.00,62.59
1418774756,0,-4370,780000,200,6000,,61.00,64.00,61.76
1418774786,0,-4370,786000,200,6000,,61.00,64.00,62.03
1418774816,0,-4370,792000,200,6000,,61.00,64.00,61.88
1418774846,0,-4370,798000,200,6000,,61.00,64.00,62.15
1418774876,0,-4370,804000,200,6000,,61.00,64.00,62.26
1418774906,0,-4370,810000,200,6000,,60.00,64.00,62.02
1418774936,0,-4370,816000,200,6000,,61.00,65.00,62.34
1418774966,0,-4370,822000,200,6000,,61.00,63.00,62.01
1418774996,0,-4370,828000,200,6000,,61.00,64.00,62.44
1418775026,0,-4370,834000,200,6000,,61.00,63.00,62.10
1418775056,0,-4370,840000,200,6000,,61.00,64.00,62.12
1418775086,0,-4370,846000,200,6000,,61.00,65.00,62.15
1418775116,0,-4370,852000,200,6000,,60.00,64.00,61.97
1418775146,0,-4370,858000,200,6000,,61.00,65.00,62.97
1418775176,0,-4370,864000,200,6000,,62.00,64.00,62.77
1418775206,0,-4370,870000,200,6000,,57.00,64.00,61.86
1418775236,0,-4370,876000,200,6000,,57.00,64.00,60.92
1418775266,0,-4370,882000,200,6000,,61.00,65.00,62.97
1418775296,0,-4370,888000,200,6000,,61.00,64.00,62.51
1418775326,0,-4370,894000,200,6000,,60.00,64.00,61.40
1418775356,0,-4370,900000,200,6000,,61.00,63.00,62.21
1418775386,0,-4370,906000,200,6000,,60.00,64.00,61.91
1418775416,0,-4370,912000,200,6000,,61.00,64.00,61.90
1418775446,0,-4370,918000,200,6000,,62.00,65.00,62.67
1418775476,0,-4370,924000,200,6000,,62.00,65.00,63.34
1418775506,0,-4370,930000,200,6000,,62.00,66.00,62.93
1418775536,0,-4370,936000,200,6000,,61.00,65.00,62.60
1418775566,0,-4370,942000,200,6000,,62.00,65.00,63.25
1418775596,0,-4370,948000,200,6000,,62.00,65.00,63.12
1418775626,0,-4370,954000,200,6000,,63.00,66.00,64.23
1418775656,0,-4370,960000,200,6000,,63.00,67.00,64.44
1418775686,0,-4370,966000,200,6000,,62.00,65.00,63.11
1418775716,0,-4370,972000,200,6000,,62.00,64.00,62.87
1418775746,0,-4370,978000,200,6000,,61.00,64.00,62.33
